-3.320056673693901894e-01,-4.719103656557235849e-01,-7.786970762934950496e-01,-1.009740826536704716e+00,-8.823525654053073763e-01,1.039348126462341787e-01,1.643284346437358989e+00,1.652507109515306327e+00,6.830780818315106417e-01,-3.426375154685015745e-01,-1.521430874860796978e+00,-1.103984045148588056e+00,-1.709390729886957339e-02,1.014668008122036724e+00,6.235863180667375882e-01,-2.391366956237846522e-02,2.541082880992484583e-01,8.673925837312527198e-01,9.354100555166473541e-01,1.035874029492541704e+00,1.593488021131984400e+00,1.236841658642793718e+00,4.101984957624668082e-01,-2.197929919438746937e-01,9.805558923634939694e-02,5.301636813569663431e-01,5.202781860417783344e-01,1.899805672353316599e-01,7.043655205902071836e-02,3.243305830307508519e-01,2.686083462466946625e-01,-5.790773496801284725e-01,-1.093485710822378110e+00,-8.645804426674561505e-01,-1.135296255987257030e-01,1.950091802038922406e-02,-3.282141545404553828e-01,-7.167304978134463322e-01,-9.619582524619624264e-01,-8.901663884753127087e-01
1.965480881762964760e+00,2.300212537472408059e+00,2.213392782800504222e+00,1.989173761061729717e+00,1.627666836808655537e+00,7.911942305833368216e-01,9.112502286401696905e-01,8.207227501401714864e-01,8.743359800643866198e-01,1.067922561844149465e+00,1.083464874104006714e+00,1.205778446793988268e+00,8.981173055932728522e-01,5.930688691509353738e-01,4.894099445320675146e-02,-1.925365554376917976e-01,1.597400344450549403e-01,2.407184604942881889e-01,1.543355662588561938e-01,4.733166704912122325e-01,-7.296326685184952865e-01,-1.908980061150302499e+00,-2.529582907967090843e+00,-3.149129201352981244e+00,-3.099427858189798712e+00,-2.998941990024169169e+00,-2.678480341784751584e+00,-1.477696948088077278e+00,-4.024692096757490622e-01,-6.825210544746618258e-01,-4.504739539007473481e-01,4.169002243966848931e-02,5.252732935047184082e-01,7.852147986515247702e-01,3.543930632041478734e-01,-9.153970356431215816e-01,-1.561325420911476858e+00,-1.687512974314758329e+00,-1.426422119519005438e+00,-1.364215110824824606e+00
-1.930303374348081580e-02,7.863307842652811352e-02,6.248890859923061925e-01,6.191338448909052827e-01,3.564870158113632725e-01,1.656333708711912323e-01,8.748292173721286535e-02,-1.995893250276973077e-02,-1.551617110972486113e+00,-2.682258259817090540e+00,-6.530380336857884993e-01,3.500250028366848065e-01,2.698059555866155201e-01,-3.509668643574197222e-02,3.566310813676438207e-01,1.856792156342632061e-01,-3.466096767646121291e-01,-5.793462442355721276e-01,-3.293430779569956890e-01,4.209169896189678961e-01,3.373261500307538352e-01,3.191590608808371199e-01,-2.017744723033447485e-03,1.127272122486816519e-01,9.375502588696635886e-01,9.992148178866678832e-01,9.080620688116464168e-01,7.318736117756081960e-02,-8.864799743410847199e-01,-4.163998850717540168e-01,1.213026455786523350e-01,1.350398920700973393e-01,-7.063822403262202954e-02,7.094517693231228161e-02,1.625089554479916820e-01,-4.173796577165346799e-01,-7.167363822799327489e-01,-1.085557481731074470e+00,-1.798091212616218737e+00,-2.315328200036819162e+00
-1.058149670336909098e+00,-1.325474281035081470e+00,-1.304778050635753583e+00,-7.614392603030741835e-01,1.645566406654404568e-01,6.836910710243470080e-01,6.994010104612790046e-01,-6.263685251636032236e-02,-4.278781576161124617e-02,-1.607325295284766364e-01,-1.353067748887950339e+00,-1.243901206639381751e+00,-4.995095113955822508e-01,7.859790988735004813e-01,1.191793406952173173e+00,8.716339563494098774e-01,-4.004251511368842054e-01,-1.436799599065841648e-01,6.077754979870361174e-01,6.870033851349608423e-01,7.368169345678633464e-01,8.164606161908393167e-01,6.721104651695304355e-01,3.277735414675169712e-01,4.583733488200358863e-01,9.119403752628228998e-01,1.096878032535206104e+00,2.215011107283477720e-01,-7.372598136590425844e-01,-5.597851287379004281e-01,-1.938407777380543248e-03,2.510008928387827964e-01,6.217772040366233988e-01,3.079720813800154722e-01,1.676945575228265539e-01,2.277002910158050231e-01,1.780107161547671013e-01,-7.560486733046237195e-02,-7.465053004822866933e-01,-1.276137134095991055e+00
-1.702853959637836256e+00,-1.571110112284180182e+00,-1.639058101806756040e+00,-1.625875546214808232e+00,-1.290544052902141470e+00,-2.667560703472196426e+00,-3.336129124519045863e+00,-3.533804403178347542e+00,-3.438792169607900906e+00,-2.727274053435740253e+00,-1.404131529897179931e+00,8.881822389934439510e-01,7.336710251279674466e-01,9.152942674443116655e-02,-2.290892625888552719e-02,-3.338597096028705913e-01,-5.099964683635429541e-01,6.402279287894643844e-02,1.946530944013804276e-01,-6.294360484618276297e-02,-7.697396808106095334e-02,-2.642450791333849636e-01,-1.310963666569164576e-01,3.185705918112313184e-01,6.810534801985935749e-01,8.145997110716550749e-01,7.219476766220961350e-01,3.298363374603577869e-01,-1.943650032539702144e-01,2.911801914326785090e-02,4.637070685802913150e-01,9.088665058760353466e-01,1.392454438881881584e+00,1.009404346625907278e+00,1.034095172956649211e+00,4.614012190190514007e-01,4.683689707621722098e-01,3.743351485808150692e-01,5.917348753190451172e-01,7.343434705532975171e-01
1.887176223538929554e+00,1.480087253501572553e+00,5.344628511585267638e-01,-4.898143206374399594e-01,-8.177954882092941524e-01,-2.960544916402532700e-01,7.949320490628458691e-01,-9.739539492847428814e-01,-1.653483778882374411e+00,-2.322131174454099778e+00,-2.356462741578528419e+00,-2.238297929666832609e+00,-2.008066801151538794e+00,-1.337977584405259712e+00,5.324936786901029312e-02,1.246738598157999395e-01,-2.946756761219760865e-02,4.504826727951068144e-02,-3.157550888552290158e-01,-3.521288508439198162e-01,-2.535843998493393370e-01,2.342277969772807167e-01,9.141382639584529901e-01,6.384085651436048892e-01,-4.761570571302629618e-01,-9.755091663781136901e-01,-1.187306067327955628e+00,-9.171223195367477210e-01,-1.037937413696994549e+00,-9.469247694418377881e-01,-8.200187943541721314e-01,-1.240133302994780973e+00,-1.772290542321451445e+00,-1.602199051457094514e+00,-7.688916529719745929e-01,-3.220017964144663014e-01,-8.884448214911084829e-01,-1.420298947324141192e+00,-1.398450555931367578e+00,-1.366153350512294695e+00
-7.149300732668676384e-01,-8.885927510881991287e-01,-1.086856572429568679e+00,-1.024578893258581758e+00,-7.372201370993858305e-01,-2.028437694584170892e-01,-4.026634343517824371e-02,4.662984511470575355e-01,7.309169979482799118e-01,9.648363356849060102e-01,1.016708059991235036e+00,6.878537774674131633e-01,8.476241702840549008e-01,3.070142688722368729e-01,-8.988739573192319199e-01,-2.577014144788964956e+00,-3.453945519705827749e+00,-3.549608392742601648e+00,-3.544136548731437575e+00,-2.752269294011407297e+00,-9.781153494369849710e-01,-1.976195778945273596e-01,-8.455173174538708203e-01,-3.343753862161454871e-01,-1.631427055919242031e-01,-7.206239428212672937e-01,-5.193044766126396761e-01,1.066257823243731279e-01,9.259950805791924977e-02,-9.928194547090875288e-02,-2.576993792591866783e-01,-2.908376939592894894e-01,-4.467951433995133170e-01,-2.255667602368568725e-01,3.133747298814257287e-01,8.978315803607850309e-01,1.727948190046476817e+00,1.827550417607938682e+00,1.650414148636608846e+00,1.576084023783719923e+00
-1.727924793068354337e+00,-1.436447674248350070e+00,-1.202789351020439046e+00,-7.795090314925897657e-01,-5.091323463347189326e-01,1.109749336087555577e-01,-1.885341143558725840e-01,-9.063110917785899279e-01,-1.237785199760119470e+00,-1.429762765651220846e+00,-1.330338197953656154e+00,-4.674252638036190399e-01,-1.559827013841912427e-02,1.640508990935728162e-01,-3.539339731534750788e-01,-7.933446289674743745e-01,-7.570413498440592415e-01,-3.145920985521036273e-01,9.914817011825058368e-02,2.373940684190881112e-02,1.573018220829111302e-01,5.900467306870964962e-02,9.267187202919774380e-03,-3.832836802131595610e-01,-4.998048342051403803e-01,9.424482749343574550e-01,2.509421358448049588e+00,2.995088943062654607e+00,3.107477933730213859e+00,2.804060860908849317e+00,2.228514516897070141e+00,8.676886194771066263e-01,5.623600289820371856e-01,1.309208916314796300e-01,4.286088448287233010e-01,3.486615718122612062e-01,9.343430283641790401e-01,1.129589869165467997e+00,1.116585399195769490e+00,9.737489173980005130e-01
-1.761783085582353081e+00,-1.151383892758264027e+00,-6.273397269168554669e-01,-1.824491887790451183e-01,1.500009629907003372e+00,1.331656966061318670e+00,-5.561914118612677482e-01,2.464476301321045504e-01,1.831861476190405735e+00,1.330704751949702835e+00,-2.476070418723223254e-01,8.123603693635036427e-01,7.902496471262843158e-01,-3.894406639682749388e-02,-6.049843890667877533e-01,-6.995686519775515810e-01,-7.538623078188166904e-01,-4.732757725568446094e-01,-7.118039538599441052e-01,-7.779237103535284747e-01,-4.956134574028506767e-01,-1.903982038003177168e-01,-5.844838819546640529e-01,-7.138788040547039415e-01,-1.033711900914471515e+00,-8.118617736481087421e-01,-7.469981259786264705e-01,-7.134693922210029182e-01,-1.029118669666476693e-01,1.328037149535687134e-01,2.279831083596756958e-01,3.581101584177567854e-01,6.875669683951048938e-01,1.160325614713452191e+00,1.366445160953476234e+00,1.120120882868582024e+00,6.837435105999865037e-01,6.518066262194088800e-01,5.863980317732003789e-01,3.208925269260423097e-01
-1.959679687913624013e+00,-1.248207763688060412e+00,-3.860241771582760828e-01,5.895911886921704204e-01,1.138776497459665693e+00,1.413733806958335171e+00,1.482071101483420694e+00,9.376927974960577172e-01,2.843643405152042059e-01,-2.574987268457550882e-01,-5.482355766361395322e-01,9.699926148945939297e-02,6.725438070496282394e-01,-4.358081044985714914e-02,-5.259435170158812678e-01,-5.915966831631196410e-01,-7.206704897361533302e-01,-4.055036489391852794e-01,-6.576467736692541421e-02,-1.505377291085275848e+00,-2.245892730689032391e+00,-1.698176435488918168e+00,-5.435570072584335888e-01,3.607803092661666655e-01,5.073414663714272965e-01,-1.119389671452330863e-02,2.417453915756559157e-01,2.892007039237946553e-01,2.296720688979537184e-01,-1.762186522260964228e-01,-6.566493863994203595e-02,7.366296265490862583e-02,4.873695387495922265e-02,-8.391293990239870326e-02,6.239825421967847285e-01,9.205364446246456778e-01,5.138155460763618176e-01,8.522472456634700988e-01,1.074119047966600071e+00,1.512101794976600022e+00
